transaction_id,account_id,security_id,transaction_type,transaction_date,settlement_date,quantity,price,amount,status
TXN00001174,AC000019,SEC00096,Sell,2024-05-05,2024-05-07,1738.00,59.63,-104471.12,Settled
TXN00001005,AC000019,SEC00112,Dividend,2024-05-06,2024-05-08,,,99.20,Settled
TXN00001160,AC000019,SEC00068,Sell,2024-05-09,2024-05-13,89.00,322.97,-28894.49,Settled
TXN00000061,AC000019,,Interest,2024-06-12,2024-06-14,,,498.35,Settled
TXN00001082,AC000019,SEC00011,Buy,2024-08-06,2024-08-08,1359.00,49.79,67780.09,Settled
TXN00002029,AC000019,SEC00123,Sell,2024-08-19,2024-08-21,1748.00,100.25,-176781.72,Settled
TXN00000134,AC000019,,Interest,2024-09-20,2024-09-24,,,360.56,Settled
TXN00001326,AC000019,SEC00090,Dividend,2024-09-25,2024-09-27,,,289.31,Settled
TXN00000245,AC000019,SEC00150,Dividend,2024-10-10,2024-10-14,,,103.49,Settled
TXN00001408,AC000019,,Interest,2024-10-14,2024-10-16,,,909.52,Settled
TXN00000545,AC000019,,Fee,2024-10-21,2024-10-23,,,-704.82,Settled
TXN00002469,AC000019,SEC00159,Buy,2024-11-11,2024-11-13,146.00,198.51,29155.20,Settled
TXN00000007,AC000019,SEC00156,Buy,2024-11-12,2024-11-14,231.00,114.57,26515.26,Settled
TXN00000376,AC000019,SEC00013,Buy,2024-11-25,2024-11-27,67.00,182.00,12251.97,Settled
TXN00002331,AC000019,,Interest,2024-12-16,2024-12-18,,,416.33,Settled
TXN00002547,AC000019,SEC00124,Buy,2024-12-16,2024-12-18,136.00,25.56,3485.27,Settled
TXN00000668,AC000019,SEC00030,Sell,2025-01-04,2025-01-07,814.00,11.28,-9199.67,Settled
TXN00001179,AC000019,,Interest,2025-01-15,2025-01-17,,,355.51,Settled
TXN00000081,AC000019,SEC00118,Buy,2025-01-29,2025-01-31,101.00,53.32,5428.85,Settled
TXN00000286,AC000019,,Interest,2025-02-05,2025-02-07,,,138.85,Settled
TXN00000871,AC000019,SEC00133,Buy,2025-02-15,2025-02-18,50.00,413.13,20770.70,Settled
TXN00000387,AC000019,SEC00134,Sell,2025-04-03,2025-04-07,208.00,70.02,-14633.74,Settled
TXN00002065,AC000019,SEC00157,Buy,2025-04-11,2025-04-15,509.00,82.01,42141.94,Settled
TXN00001263,AC000019,,Interest,2025-05-26,2025-05-28,,,446.59,Settled
TXN00000707,AC000019,SEC00151,Buy,2025-06-24,2025-06-26,58.00,486.56,28482.47,Settled
TXN00002476,AC000019,SEC00043,Dividend,2025-06-30,2025-07-02,,,424.29,Settled
TXN00000311,AC000019,SEC00006,Dividend,2025-07-18,2025-07-22,,,455.92,Settled
TXN00000770,AC000019,,Fee,2025-07-18,2025-07-22,,,-89.13,Settled
TXN00002514,AC000019,,Interest,2025-07-21,2025-07-23,,,582.51,Settled
TXN00001925,AC000019,SEC00039,Sell,2025-08-04,2025-08-06,1333.00,77.64,-103619.62,Settled
TXN00002756,AC000019,SEC00071,Dividend,2025-08-06,2025-08-08,,,142.66,Settled
TXN00001997,AC000019,SEC00096,Sell,2025-08-07,2025-08-11,949.00,62.83,-59835.25,Settled
TXN00001572,AC000019,SEC00050,Dividend,2025-08-11,2025-08-13,,,411.34,Settled
TXN00001032,AC000019,SEC00009,Dividend,2025-10-29,2025-10-31,,,411.60,Settled
TXN00002612,AC000019,SEC00065,Dividend,2025-11-07,2025-11-11,,,189.92,Settled
TXN00000676,AC000019,SEC00069,Sell,2025-11-24,2025-11-26,192.00,133.48,-25808.28,Settled
TXN00000503,AC000064,SEC00028,Sell,2025-08-27,2025-08-29,299.00,176.91,-53212.42,Settled
TXN00002680,AC000090,SEC00017,Dividend,2025-08-27,2025-08-29,,,1051.41,Settled
TXN00002351,AC000090,SEC00050,Buy,2025-08-29,2025-09-02,290.00,131.24,38187.34,Settled
TXN00000442,AC000096,SEC00134,Buy,2025-08-31,2025-09-02,1442.00,67.41,97942.33,Settled
TXN00001996,AC000064,SEC00091,Sell,2025-09-12,2025-09-16,90.00,474.63,-43059.85,Settled
TXN00000781,AC000064,SEC00044,Sell,2025-09-15,2025-09-17,122.00,139.91,-17109.10,Settled
TXN00001178,AC000096,SEC00055,Dividend,2025-09-19,2025-09-23,,,184.83,Settled
TXN00000835,AC000090,SEC00062,Dividend,2025-09-29,2025-10-01,,,475.45,Settled
TXN00000408,AC000090,SEC00113,Sell,2025-10-06,2025-10-08,86.00,229.64,-19874.72,Settled
TXN00001324,AC000096,SEC00164,Buy,2025-10-06,2025-10-08,94.00,61.88,5855.11,Settled
TXN00002701,AC000096,SEC00030,Buy,2025-10-13,2025-10-15,1083.00,11.22,12185.23,Settled
TXN00002796,AC000090,SEC00075,Dividend,2025-10-17,2025-10-21,,,709.76,Settled
TXN00002650,AC000064,,Interest,2025-10-24,2025-10-28,,,8696.30,Settled
TXN00002802,AC000064,SEC00124,Buy,2025-10-27,2025-10-29,474.00,26.01,12349.04,Settled
TXN00000931,AC000090,SEC00125,Dividend,2025-11-03,2025-11-05,,,1031.78,Settled
TXN00000547,AC000090,SEC00005,Dividend,2025-11-18,2025-11-20,,,936.36,Settled
TXN00002332,AC000064,,Fee,2025-11-21,2025-11-25,,,-108364.10,Settled
TXN00000495,AC000064,,Interest,2025-12-02,2025-12-04,,,46231.38,Settled
TXN00002736,AC000064,SEC00042,Sell,2025-12-05,2025-12-09,270.00,89.43,-24261.85,Settled
TXN00002690,AC000027,SEC00160,Dividend,2023-12-20,2023-12-22,,,1523.90,Settled
TXN00001818,AC000027,SEC00056,Buy,2024-01-25,2024-01-29,795.00,28.90,23009.64,Settled
TXN00000152,AC000079,,Interest,2024-02-26,2024-02-28,,,47181.86,Settled
TXN00002793,AC000079,SEC00109,Sell,2024-02-26,2024-02-28,100.00,288.48,-29103.01,Settled
TXN00002698,AC000027,SEC00128,Dividend,2024-02-28,2024-03-01,,,222.36,Settled
TXN00001522,AC000079,SEC00006,Buy,2024-03-20,2024-03-22,58.00,46.14,2691.13,Settled
TXN00002190,AC000079,,Fee,2024-04-30,2024-05-02,,,-11.39,Settled
TXN00001639,AC000079,SEC00086,Dividend,2024-06-06,2024-06-10,,,895.10,Settled
TXN00000047,AC000027,,Fee,2024-06-24,2024-06-26,,,-58.93,Settled
TXN00001706,AC000027,SEC00013,Dividend,2024-07-15,2024-07-17,,,908.89,Settled
TXN00001323,AC000027,SEC00135,Sell,2024-07-25,2024-07-29,272.00,123.05,-33706.37,Settled
TXN00001363,AC000027,SEC00152,Sell,2024-08-05,2024-08-07,97.00,231.15,-22574.00,Settled
TXN00000120,AC000079,SEC00090,Dividend,2024-08-26,2024-08-28,,,751.78,Settled
TXN00000692,AC000027,SEC00038,Dividend,2024-09-06,2024-09-10,,,321.92,Settled
TXN00002024,AC000079,SEC00065,Buy,2024-09-06,2024-09-10,91.00,297.97,27233.30,Settled
TXN00001105,AC000079,SEC00162,Dividend,2024-09-17,2024-09-19,,,1091.62,Settled
TXN00001348,AC000079,SEC00110,Buy,2024-09-20,2024-09-24,69.00,372.19,25733.73,Settled
TXN00002532,AC000027,SEC00112,Sell,2024-09-27,2024-10-01,93.00,466.89,-43735.94,Settled
TXN00000550,AC000079,SEC00056,Buy,2024-09-28,2024-10-01,336.00,29.65,10026.80,Settled
TXN00001546,AC000027,SEC00154,Sell,2024-10-14,2024-10-16,24.00,218.90,-5293.46,Settled
TXN00000855,AC000079,SEC00037,Sell,2024-10-21,2024-10-23,78.00,482.15,-37982.02,Settled
TXN00001910,AC000027,,Fee,2024-11-05,2024-11-07,,,-14.20,Settled
TXN00002095,AC000027,SEC00031,Buy,2024-12-05,2024-12-09,357.00,49.66,17863.77,Settled
TXN00000531,AC000027,SEC00005,Dividend,2024-12-20,2024-12-24,,,1822.18,Settled
TXN00000123,AC000027,SEC00096,Buy,2025-01-21,2025-01-23,1253.00,60.77,76900.82,Settled
TXN00002119,AC000027,,Interest,2025-01-27,2025-01-29,,,2168.91,Settled
TXN00001467,AC000079,,Fee,2025-02-03,2025-02-05,,,-11.82,Settled
TXN00001472,AC000027,SEC00148,Sell,2025-02-27,2025-03-03,1992.00,28.17,-56378.28,Settled
TXN00001713,AC000079,SEC00118,Sell,2025-03-14,2025-03-18,231.00,58.20,-13503.14,Settled
TXN00000776,AC000027,SEC00129,Sell,2025-04-24,2025-04-28,398.00,24.95,-9977.33,Settled
TXN00001448,AC000027,SEC00059,Sell,2025-04-28,2025-04-30,1190.00,95.78,-114560.44,Settled
TXN00001882,AC000079,SEC00010,Buy,2025-05-01,2025-05-05,72.00,152.49,11012.13,Settled
TXN00000844,AC000079,,Interest,2025-05-12,2025-05-14,,,27860.05,Settled
TXN00001766,AC000027,SEC00082,Buy,2025-05-19,2025-05-21,410.00,23.57,9692.81,Settled
TXN00002150,AC000027,SEC00027,Buy,2025-05-21,2025-05-23,1265.00,21.25,26976.44,Settled
TXN00001727,AC000027,SEC00093,Buy,2025-06-23,2025-06-25,1673.00,91.99,155053.19,Settled
TXN00002762,AC000027,SEC00015,Buy,2025-07-22,2025-07-24,143.00,86.27,12456.36,Settled
TXN00000028,AC000027,,Fee,2025-07-24,2025-07-28,,,-12.90,Settled
TXN00000059,AC000027,,Fee,2025-07-28,2025-07-30,,,-81.79,Settled
TXN00002648,AC000079,SEC00033,Buy,2025-07-30,2025-08-01,108.00,211.90,22975.15,Settled
TXN00002742,AC000079,SEC00167,Buy,2025-08-05,2025-08-07,822.00,86.37,71484.14,Settled
TXN00002669,AC000079,SEC00015,Dividend,2025-08-12,2025-08-14,,,117.83,Settled
TXN00000831,AC000079,SEC00098,Buy,2025-08-15,2025-08-19,73.00,455.82,33445.38,Settled
TXN00000040,AC000027,SEC00012,Buy,2025-08-23,2025-08-26,158.00,119.83,19063.03,Settled
TXN00000576,AC000079,SEC00150,Sell,2025-08-25,2025-08-27,276.00,60.52,-16804.48,Settled
TXN00001565,AC000079,SEC00074,Sell,2025-09-04,2025-09-08,157.00,257.76,-40701.10,Settled
TXN00002405,AC000079,,Fee,2025-09-08,2025-09-10,,,-70.77,Settled
TXN00001022,AC000027,SEC00042,Dividend,2025-09-23,2025-09-25,,,452.26,Settled
TXN00001198,AC000079,SEC00033,Dividend,2025-10-02,2025-10-06,,,1522.97,Settled
TXN00001722,AC000079,SEC00106,Buy,2025-11-03,2025-11-05,139.00,387.61,54248.33,Settled
TXN00000747,AC000027,SEC00035,Dividend,2025-11-04,2025-11-06,,,439.22,Settled
TXN00001491,AC000027,SEC00095,Dividend,2025-11-10,2025-11-12,,,1458.72,Settled
TXN00000860,AC000027,SEC00056,Buy,2025-12-01,2025-12-03,850.00,29.97,25587.32,Settled
TXN00002178,AC000048,SEC00104,Buy,2024-01-02,2024-01-04,56.00,264.26,14897.79,Settled
TXN00000691,AC000012,SEC00161,Buy,2024-01-09,2024-01-11,34.00,305.00,10462.71,Settled
TXN00000787,AC000012,,Interest,2024-02-05,2024-02-07,,,3089.61,Settled
TXN00001399,AC000012,SEC00042,Buy,2024-02-22,2024-02-26,127.00,86.28,11038.91,Settled
TXN00001078,AC000048,SEC00128,Sell,2024-02-26,2024-02-28,24.00,366.47,-8869.88,Settled
TXN00002639,AC000012,SEC00044,Dividend,2024-03-05,2024-03-07,,,153.98,Settled
TXN00000918,AC000012,SEC00126,Buy,2024-03-08,2024-03-12,733.00,118.37,86910.77,Settled
TXN00002003,AC000048,SEC00006,Buy,2024-03-13,2024-03-15,58.00,46.59,2728.59,Settled
TXN00001909,AC000012,,Interest,2024-03-18,2024-03-20,,,5453.16,Settled
TXN00002516,AC000012,SEC00164,Buy,2024-03-22,2024-03-26,856.00,59.15,50759.25,Settled
TXN00000260,AC000012,SEC00018,Dividend,2024-04-01,2024-04-03,,,771.67,Settled
TXN00002546,AC000012,,Interest,2024-04-01,2024-04-03,,,367.15,Settled
TXN00002295,AC000048,SEC00132,Buy,2024-04-08,2024-04-10,1943.00,15.62,30651.81,Settled
TXN00001410,AC000012,SEC00023,Dividend,2024-04-28,2024-04-30,,,1243.03,Settled
TXN00001151,AC000012,,Interest,2024-04-29,2024-05-01,,,5517.33,Settled
TXN00001132,AC000012,SEC00130,Dividend,2024-05-06,2024-05-08,,,355.26,Settled
TXN00001283,AC000012,,Interest,2024-05-22,2024-05-24,,,4454.13,Settled
TXN00000562,AC000012,,Interest,2024-05-24,2024-05-28,,,4543.82,Settled
TXN00001920,AC000048,SEC00107,Sell,2024-06-06,2024-06-10,149.00,345.56,-51810.45,Settled
TXN00002634,AC000012,SEC00003,Sell,2024-06-08,2024-06-11,50.00,208.69,-10472.78,Settled
TXN00000708,AC000012,SEC00137,Dividend,2024-06-10,2024-06-12,,,240.93,Settled
TXN00001307,AC000012,SEC00126,Dividend,2024-06-25,2024-06-27,,,939.50,Settled
TXN00000247,AC000048,SEC00115,Sell,2024-06-29,2024-07-02,116.00,41.19,-4807.72,Settled
TXN00002056,AC000012,SEC00082,Dividend,2024-07-15,2024-07-17,,,1044.84,Settled
TXN00000148,AC000048,SEC00148,Dividend,2024-08-06,2024-08-08,,,109.59,Settled
TXN00001123,AC000048,SEC00122,Dividend,2024-08-26,2024-08-28,,,1000.26,Settled
TXN00002115,AC000012,SEC00138,Sell,2024-09-02,2024-09-04,177.00,101.72,-18174.11,Settled
TXN00000886,AC000012,SEC00065,Sell,2024-09-14,2024-09-17,89.00,276.48,-24687.25,Settled
TXN00001724,AC000048,SEC00157,Dividend,2024-09-30,2024-10-02,,,415.61,Settled
TXN00001968,AC000048,SEC00147,Buy,2024-10-11,2024-10-15,192.00,69.77,13459.86,Settled
TXN00002395,AC000048,SEC00158,Buy,2024-10-15,2024-10-17,36.00,179.81,6513.31,Settled
TXN00000135,AC000048,,Interest,2024-10-25,2024-10-29,,,940.87,Settled
TXN00001486,AC000048,SEC00087,Dividend,2024-10-28,2024-10-30,,,992.67,Settled
TXN00001664,AC000012,SEC00136,Buy,2024-11-01,2024-11-05,16.00,329.83,5309.10,Settled
TXN00001535,AC000012,SEC00169,Sell,2024-12-09,2024-12-11,85.00,207.97,-17704.82,Settled
TXN00002671,AC000048,SEC00038,Buy,2024-12-25,2024-12-27,812.00,101.47,83117.88,Settled
TXN00000636,AC000012,SEC00105,Sell,2025-01-13,2025-01-15,122.00,173.44,-21223.85,Settled
TXN00001928,AC000048,SEC00002,Buy,2025-01-13,2025-01-15,57.00,280.28,16034.60,Settled
TXN00002281,AC000048,SEC00026,Buy,2025-01-13,2025-01-15,104.00,131.01,13659.51,Settled
TXN00000339,AC000012,,Fee,2025-01-17,2025-01-21,,,-17794.27,Settled
TXN00000554,AC000048,SEC00060,Buy,2025-01-30,2025-02-03,326.00,6.72,2205.75,Settled
TXN00001219,AC000048,SEC00107,Dividend,2025-01-31,2025-02-04,,,198.48,Settled
TXN00000164,AC000012,SEC00081,Dividend,2025-02-03,2025-02-05,,,1776.67,Settled
TXN00001157,AC000048,SEC00075,Buy,2025-03-10,2025-03-12,68.00,194.58,13254.05,Settled
TXN00000549,AC000012,,Fee,2025-03-20,2025-03-24,,,-47.35,Settled
TXN00001964,AC000012,SEC00011,Buy,2025-05-29,2025-06-02,1482.00,46.24,69057.45,Settled
TXN00000481,AC000048,SEC00122,Dividend,2025-06-23,2025-06-25,,,959.92,Settled
TXN00000957,AC000012,SEC00073,Buy,2025-07-02,2025-07-04,28.00,159.07,4460.42,Settled
TXN00000514,AC000012,SEC00157,Dividend,2025-07-09,2025-07-11,,,571.10,Settled
TXN00001190,AC000012,,Fee,2025-07-17,2025-07-21,,,-30.06,Settled
TXN00000938,AC000048,SEC00141,Buy,2025-07-29,2025-07-31,95.00,143.07,13617.97,Settled
TXN00002804,AC000012,SEC00134,Dividend,2025-08-16,2025-08-19,,,1813.18,Settled
TXN00000405,AC000012,SEC00057,Buy,2025-09-08,2025-09-10,59.00,200.47,11937.31,Settled
TXN00000584,AC000048,SEC00065,Buy,2025-09-16,2025-09-18,15.00,288.78,4357.26,Settled
TXN00002303,AC000048,SEC00076,Buy,2025-10-31,2025-11-04,952.00,114.69,110067.28,Settled
TXN00002468,AC000048,SEC00061,Buy,2025-11-03,2025-11-05,83.00,310.60,25939.26,Settled
TXN00000053,AC000048,SEC00031,Dividend,2025-12-01,2025-12-03,,,992.85,Settled
TXN00000139,AC000062,SEC00093,Sell,2024-01-17,2024-01-19,1071.00,87.07,-94080.78,Settled
TXN00001904,AC000062,SEC00095,Buy,2024-02-20,2024-02-22,266.00,181.51,48397.36,Settled
TXN00002200,AC000062,,Fee,2024-03-08,2024-03-12,,,-27.92,Settled
TXN00002126,AC000062,,Interest,2024-04-08,2024-04-10,,,9724.57,Settled
TXN00000419,AC000062,SEC00081,Buy,2024-04-17,2024-04-19,177.00,193.08,34254.42,Settled
TXN00001691,AC000062,SEC00154,Buy,2024-05-15,2024-05-17,163.00,232.63,38087.80,Settled
TXN00001717,AC000062,SEC00002,Dividend,2024-08-08,2024-08-12,,,289.32,Settled
TXN00002135,AC000062,SEC00089,Sell,2024-10-28,2024-10-30,1167.00,93.38,-109220.37,Settled
TXN00000771,AC000062,SEC00087,Dividend,2024-11-06,2024-11-08,,,259.82,Settled
TXN00002637,AC000062,,Interest,2024-12-25,2024-12-27,,,51004.18,Settled
TXN00001009,AC000062,SEC00015,Buy,2025-01-10,2025-01-14,625.00,86.33,54242.38,Settled
TXN00001366,AC000062,SEC00105,Buy,2025-01-20,2025-01-22,198.00,167.53,33496.32,Settled
TXN00000973,AC000062,SEC00108,Sell,2025-03-17,2025-03-19,62.00,463.26,-28769.72,Settled
TXN00001177,AC000062,SEC00019,Dividend,2025-04-02,2025-04-04,,,866.92,Settled
TXN00000930,AC000062,,Interest,2025-04-16,2025-04-18,,,42260.85,Settled
TXN00001616,AC000062,SEC00030,Buy,2025-06-02,2025-06-04,1113.00,10.35,11533.33,Settled
TXN00002805,AC000062,SEC00100,Sell,2025-06-04,2025-06-06,110.00,338.60,-37502.90,Settled
TXN00002711,AC000062,SEC00005,Buy,2025-06-20,2025-06-24,66.00,419.96,27984.07,Settled
TXN00000345,AC000062,SEC00024,Dividend,2025-07-22,2025-07-24,,,1460.63,Settled
TXN00002177,AC000062,SEC00150,Sell,2025-08-18,2025-08-20,354.00,56.88,-20307.55,Settled
TXN00002026,AC000062,SEC00093,Buy,2025-09-04,2025-09-08,139.00,89.62,12525.33,Settled
TXN00001331,AC000062,SEC00087,Dividend,2025-10-16,2025-10-20,,,1336.88,Settled
TXN00000745,AC000062,SEC00147,Buy,2025-11-03,2025-11-05,279.00,70.41,19760.45,Settled
TXN00002714,AC000062,,Fee,2025-11-03,2025-11-05,,,-43.03,Settled
TXN00002515,AC000062,,Fee,2025-12-01,2025-12-03,,,-39.00,Settled
TXN00001911,AC000062,SEC00077,Buy,2025-12-08,2025-12-10,81.00,471.53,38567.98,Settled
TXN00001284,AC000062,SEC00047,Buy,2025-12-11,2025-12-15,28.00,384.78,10820.91,Settled
TXN00000331,AC000074,SEC00156,Dividend,2023-12-30,2024-01-02,,,265.63,Settled
TXN00002761,AC000074,SEC00125,Sell,2024-01-12,2024-01-16,238.00,172.38,-41393.58,Settled
TXN00001763,AC000074,,Interest,2024-02-14,2024-02-16,,,836.02,Settled
TXN00001101,AC000074,SEC00082,Buy,2024-02-20,2024-02-22,788.00,24.18,19073.83,Settled
TXN00000852,AC000074,SEC00044,Buy,2024-03-15,2024-03-19,125.00,140.15,17631.59,Settled
TXN00000640,AC000074,SEC00103,Sell,2024-04-02,2024-04-04,222.00,135.83,-30215.03,Settled
TXN00001821,AC000074,SEC00112,Buy,2024-04-26,2024-04-30,61.00,487.82,29978.06,Settled
TXN00001255,AC000074,SEC00167,Dividend,2024-04-28,2024-04-30,,,470.47,Settled
TXN00002692,AC000074,SEC00024,Sell,2024-05-20,2024-05-22,985.00,85.35,-84398.96,Settled
TXN00001755,AC000074,,Interest,2024-05-24,2024-05-28,,,640.99,Settled
TXN00000720,AC000074,SEC00093,Buy,2024-06-19,2024-06-21,1478.00,89.76,133504.05,Settled
TXN00001131,AC000074,SEC00115,Buy,2024-07-02,2024-07-04,303.00,42.12,12801.62,Settled
TXN00002462,AC000074,SEC00105,Dividend,2024-07-22,2024-07-24,,,201.58,Settled
TXN00000295,AC000074,SEC00036,Dividend,2024-08-19,2024-08-21,,,247.18,Settled
TXN00000121,AC000074,SEC00111,Dividend,2024-08-20,2024-08-22,,,110.23,Settled
TXN00002052,AC000074,SEC00132,Dividend,2024-09-16,2024-09-18,,,402.31,Settled
TXN00000722,AC000074,SEC00002,Buy,2024-11-12,2024-11-14,31.00,290.29,9057.59,Settled
TXN00002237,AC000074,SEC00085,Dividend,2024-11-14,2024-11-18,,,136.64,Settled
TXN00000287,AC000074,SEC00062,Buy,2024-11-22,2024-11-26,80.00,98.25,7912.40,Settled
TXN00001518,AC000074,SEC00002,Sell,2024-11-28,2024-12-02,38.00,267.51,-10235.72,Settled
TXN00000811,AC000074,SEC00158,Buy,2024-12-22,2024-12-24,33.00,170.06,5653.24,Settled
TXN00002041,AC000074,SEC00030,Buy,2025-01-20,2025-01-22,163.00,11.05,1805.33,Settled
TXN00001532,AC000074,SEC00167,Buy,2025-02-03,2025-02-05,1717.00,91.79,158553.68,Settled
TXN00000759,AC000074,SEC00111,Buy,2025-02-20,2025-02-24,130.00,170.57,22347.12,Settled
TXN00002575,AC000074,SEC00024,Sell,2025-03-14,2025-03-18,975.00,90.74,-88617.13,Settled
TXN00002684,AC000074,SEC00091,Buy,2025-04-06,2025-04-08,71.00,510.11,36363.28,Settled
TXN00002238,AC000074,SEC00106,Dividend,2025-04-14,2025-04-16,,,136.46,Settled
TXN00001700,AC000074,SEC00020,Sell,2025-05-05,2025-05-07,1603.00,94.59,-152076.67,Settled
TXN00002187,AC000074,SEC00105,Sell,2025-05-07,2025-05-09,105.00,178.61,-18871.39,Settled
TXN00000166,AC000074,SEC00133,Dividend,2025-05-23,2025-05-27,,,212.73,Settled
TXN00000201,AC000074,SEC00091,Dividend,2025-06-16,2025-06-18,,,398.01,Settled
TXN00002368,AC000074,SEC00108,Sell,2025-06-23,2025-06-25,48.00,442.07,-21278.36,Settled
TXN00000378,AC000074,SEC00093,Buy,2025-08-08,2025-08-12,1467.00,91.63,134571.85,Settled
TXN00000509,AC000074,SEC00093,Dividend,2025-09-03,2025-09-05,,,90.85,Settled
TXN00002558,AC000074,SEC00013,Dividend,2025-11-04,2025-11-06,,,88.01,Settled
TXN00001233,AC000009,SEC00036,Sell,2024-01-22,2024-01-24,33.00,269.23,-8912.69,Settled
TXN00000369,AC000009,SEC00163,Dividend,2024-02-19,2024-02-21,,,1035.09,Settled
TXN00002595,AC000009,,Interest,2024-03-14,2024-03-18,,,3610.49,Settled
TXN00000274,AC000009,SEC00034,Buy,2024-03-18,2024-03-20,37.00,500.98,18583.41,Settled
TXN00002442,AC000009,SEC00015,Dividend,2024-04-22,2024-04-24,,,413.26,Settled
TXN00002220,AC000009,SEC00149,Buy,2024-06-18,2024-06-20,462.00,74.31,34381.96,Settled
TXN00000475,AC000009,SEC00012,Buy,2024-08-29,2024-09-02,374.00,121.71,45884.19,Settled
TXN00000785,AC000009,SEC00131,Dividend,2024-10-01,2024-10-03,,,1036.24,Settled
TXN00001914,AC000009,SEC00046,Sell,2024-10-09,2024-10-11,88.00,410.93,-36235.83,Settled
TXN00000444,AC000009,SEC00053,Dividend,2024-10-14,2024-10-16,,,1966.29,Settled
TXN00000160,AC000009,SEC00089,Buy,2024-10-31,2024-11-04,922.00,93.73,86876.56,Settled
TXN00001737,AC000009,SEC00097,Buy,2024-12-01,2024-12-03,60.00,330.49,19892.28,Settled
TXN00002587,AC000009,SEC00164,Sell,2024-12-05,2024-12-09,128.00,62.93,-8086.43,Settled
TXN00001066,AC000009,,Interest,2024-12-29,2024-12-31,,,1427.64,Settled
TXN00001445,AC000009,SEC00169,Sell,2025-01-06,2025-01-08,60.00,202.54,-12213.49,Settled
TXN00002474,AC000009,,Fee,2025-01-14,2025-01-16,,,-20742.10,Settled
TXN00001011,AC000009,SEC00079,Dividend,2025-01-28,2025-01-30,,,992.61,Settled
TXN00001707,AC000009,SEC00169,Buy,2025-03-08,2025-03-11,71.00,206.67,14791.08,Settled
TXN00000425,AC000009,SEC00039,Buy,2025-04-08,2025-04-10,1323.00,79.16,105134.10,Settled
TXN00001971,AC000009,SEC00003,Dividend,2025-04-14,2025-04-16,,,976.15,Settled
TXN00002528,AC000009,SEC00108,Buy,2025-04-28,2025-04-30,22.00,467.77,10338.19,Settled
TXN00001648,AC000009,SEC00059,Buy,2025-05-11,2025-05-13,1504.00,94.07,141674.11,Settled
TXN00002550,AC000009,SEC00109,Buy,2025-05-26,2025-05-28,197.00,273.69,54002.31,Settled
TXN00002364,AC000009,,Fee,2025-05-27,2025-05-29,,,-39.09,Settled
TXN00002225,AC000009,SEC00127,Buy,2025-06-04,2025-06-06,335.00,155.45,52131.55,Settled
TXN00001581,AC000009,,Interest,2025-06-09,2025-06-11,,,6150.17,Settled
TXN00000757,AC000009,SEC00094,Dividend,2025-06-19,2025-06-23,,,323.65,Settled
TXN00000650,AC000009,SEC00051,Buy,2025-07-31,2025-08-04,88.00,99.75,8861.01,Settled
TXN00002749,AC000009,SEC00099,Dividend,2025-09-06,2025-09-09,,,527.06,Settled
TXN00002361,AC000054,SEC00162,Dividend,2024-01-08,2024-01-10,,,377.88,Settled
TXN00001751,AC000052,,Fee,2024-01-12,2024-01-16,,,-78.79,Settled
TXN00002147,AC000054,SEC00084,Sell,2024-01-22,2024-01-24,38.00,346.22,-13178.14,Settled
TXN00001169,AC000052,SEC00003,Sell,2024-01-26,2024-01-30,136.00,200.45,-27341.82,Settled
TXN00002492,AC000052,SEC00167,Sell,2024-01-30,2024-02-01,1301.00,94.07,-123312.73,Settled
TXN00002236,AC000054,SEC00043,Dividend,2024-02-05,2024-02-07,,,1397.12,Settled
TXN00000836,AC000052,SEC00132,Buy,2024-02-12,2024-02-14,1690.00,16.02,27170.50,Settled
TXN00000763,AC000054,SEC00139,Dividend,2024-03-14,2024-03-18,,,1647.86,Settled
TXN00000969,AC000054,SEC00162,Buy,2024-04-04,2024-04-08,43.00,198.71,8572.63,Settled
TXN00000297,AC000052,SEC00079,Sell,2024-04-08,2024-04-10,59.00,295.13,-17544.96,Settled
TXN00000366,AC000054,SEC00030,Dividend,2024-04-22,2024-04-24,,,1168.41,Settled
TXN00000324,AC000054,SEC00021,Dividend,2024-04-26,2024-04-30,,,403.72,Settled
TXN00000853,AC000052,SEC00153,Dividend,2024-05-06,2024-05-08,,,1785.19,Settled
TXN00001362,AC000054,,Fee,2024-05-13,2024-05-15,,,-51.21,Settled
TXN00000080,AC000054,SEC00016,Dividend,2024-05-15,2024-05-17,,,1122.33,Settled
TXN00000029,AC000052,,Interest,2024-05-29,2024-05-31,,,6912.56,Settled
TXN00001156,AC000054,SEC00042,Sell,2024-05-29,2024-05-31,251.00,91.58,-23213.89,Settled
